,PR,condition
421,8.297013783,pla_lsd
422,8.226668986,pla_lsd
423,8.375850263,pla_lsd
424,8.873152338,pla_lsd
425,8.145838201,pla_lsd
426,8.900775615,pla_lsd
427,8.348264799,pla_lsd
428,8.47853612,pla_lsd
429,8.04322913,pla_lsd
430,8.268667244,pla_lsd
431,8.535246131,pla_lsd
432,8.645266576,pla_lsd
433,8.54336456,pla_lsd
434,8.650284988,pla_lsd
435,9.276442181,pla_lsd
436,8.420392029,pla_lsd
437,9.154836678,pla_lsd
438,8.690890731,pla_lsd
439,8.766196502,pla_lsd
440,8.370501478,pla_lsd
441,8.588931029,pla_lsd
442,8.843376552,pla_lsd
443,8.650271505,pla_lsd
444,8.505848785,pla_lsd
445,8.469053481,pla_lsd
446,8.622177169,pla_lsd
447,9.085726297,pla_lsd
448,8.393401588,pla_lsd
449,9.173882537,pla_lsd
450,8.57059075,pla_lsd
451,8.730563427,pla_lsd
452,8.259799387,pla_lsd
453,8.505736893,pla_lsd
454,8.777353049,pla_lsd
455,8.576683655,pla_lsd
456,8.856945795,pla_lsd
457,8.030499724,pla_lsd
458,7.974968228,pla_lsd
459,8.120483334,pla_lsd
460,8.58153821,pla_lsd
461,7.861396409,pla_lsd
462,8.615052434,pla_lsd
463,8.091824535,pla_lsd
464,8.229977865,pla_lsd
465,7.782336419,pla_lsd
466,8.021700693,pla_lsd
467,8.296078035,pla_lsd
468,8.092971185,pla_lsd
469,8.371718193,pla_lsd
470,8.330028918,pla_lsd
471,8.259571477,pla_lsd
472,8.193287858,pla_lsd
473,8.317641054,pla_lsd
474,8.862499208,pla_lsd
475,8.076464023,pla_lsd
476,8.812015137,pla_lsd
477,8.338165639,pla_lsd
478,8.42208948,pla_lsd
479,8.001736191,pla_lsd
480,8.238338747,pla_lsd
481,8.49437868,pla_lsd
482,8.302612445,pla_lsd
483,8.636815921,pla_lsd
484,8.51935577,pla_lsd
485,8.041787266,pla_lsd
486,8.195331872,pla_lsd
487,8.099535036,pla_lsd
488,8.223254824,pla_lsd
489,8.79368366,pla_lsd
490,8.004315964,pla_lsd
491,8.725573125,pla_lsd
492,8.228672005,pla_lsd
493,8.339105119,pla_lsd
494,7.931067732,pla_lsd
495,8.147422091,pla_lsd
496,8.400572413,pla_lsd
497,8.214908092,pla_lsd
498,8.548246203,pla_lsd
499,8.430197942,pla_lsd
500,7.957691686,pla_lsd
501,8.196667688,pla_lsd
502,8.58375135,pla_lsd
503,8.447094162,pla_lsd
504,8.600979299,pla_lsd
505,9.395942948,pla_lsd
506,8.456530371,pla_lsd
507,9.223915421,pla_lsd
508,8.646461363,pla_lsd
509,8.73884063,pla_lsd
510,8.336277252,pla_lsd
511,8.536410662,pla_lsd
512,8.75542062,pla_lsd
513,8.604941535,pla_lsd
514,9.011064666,pla_lsd
515,8.822430884,pla_lsd
516,8.342661877,pla_lsd
517,8.60140731,pla_lsd
518,8.457148587,pla_lsd
519,8.635311864,pla_lsd
520,8.610033925,pla_lsd
521,8.762203056,pla_lsd
522,9.160718878,pla_lsd
523,8.532192859,pla_lsd
524,9.263315366,pla_lsd
525,8.695264037,pla_lsd
526,8.843663916,pla_lsd
527,8.37047913,pla_lsd
528,8.643866873,pla_lsd
529,8.939535868,pla_lsd
530,8.707553903,pla_lsd
531,8.976908307,pla_lsd
532,8.962527319,pla_lsd
533,8.454131357,pla_lsd
534,8.638481344,pla_lsd
535,8.554282734,pla_lsd
536,9.013462523,pla_lsd
537,7.929650561,pla_lsd
538,7.866696229,pla_lsd
539,7.998701507,pla_lsd
540,8.501410256,pla_lsd
541,7.762908282,pla_lsd
542,8.50110737,pla_lsd
543,7.992118574,pla_lsd
544,8.102928935,pla_lsd
545,7.678764141,pla_lsd
546,7.911895551,pla_lsd
547,8.170168589,pla_lsd
548,7.977797901,pla_lsd
549,8.282602253,pla_lsd
550,8.200378673,pla_lsd
551,7.720561763,pla_lsd
552,7.932802926,pla_lsd
553,7.853717619,pla_lsd
554,8.232136561,pla_lsd
555,8.320280415,pla_lsd
556,8.06264139,pla_lsd
557,7.976294608,pla_lsd
558,8.113314066,pla_lsd
559,8.647585616,pla_lsd
560,7.874162883,pla_lsd
561,8.611011943,pla_lsd
562,8.125874298,pla_lsd
563,8.21246902,pla_lsd
564,7.774516404,pla_lsd
565,8.033069198,pla_lsd
566,8.289387316,pla_lsd
567,8.100802569,pla_lsd
568,8.416988887,pla_lsd
569,8.313287836,pla_lsd
570,7.838143737,pla_lsd
571,8.073863305,pla_lsd
572,7.988023002,pla_lsd
573,8.390659795,pla_lsd
574,8.42786837,pla_lsd
575,7.706467524,pla_lsd
576,8.259789906,pla_lsd
577,8.201624013,pla_lsd
578,8.374874976,pla_lsd
579,8.812925136,pla_lsd
580,8.135939751,pla_lsd
581,8.877801881,pla_lsd
582,8.319798755,pla_lsd
583,8.460888538,pla_lsd
584,8.008902161,pla_lsd
585,8.254247425,pla_lsd
586,8.516444246,pla_lsd
587,8.321770786,pla_lsd
588,8.59703448,pla_lsd
589,8.555706026,pla_lsd
590,8.073822705,pla_lsd
591,8.2697373,pla_lsd
592,8.179537516,pla_lsd
593,8.568328634,pla_lsd
594,8.670265192,pla_lsd
595,7.94866385,pla_lsd
596,8.065069445,pla_lsd
597,8.074733027,pla_lsd
598,7.956846474,pla_lsd
599,8.12954468,pla_lsd
600,8.830493064,pla_lsd
601,7.940359636,pla_lsd
602,8.725297218,pla_lsd
603,8.144591541,pla_lsd
604,8.252724604,pla_lsd
605,7.813008509,pla_lsd
606,8.025227626,pla_lsd
607,8.261568183,pla_lsd
608,8.098859236,pla_lsd
609,8.481665547,pla_lsd
610,8.334645444,pla_lsd
611,7.84156472,pla_lsd
612,8.10224549,pla_lsd
613,8.004187369,pla_lsd
614,8.246308896,pla_lsd
615,8.503399268,pla_lsd
616,7.722407906,pla_lsd
617,7.874618108,pla_lsd
618,8.081149041,pla_lsd
619,8.153124986,pla_lsd
620,8.090524207,pla_lsd
621,8.226301265,pla_lsd
622,8.755169751,pla_lsd
623,7.972069754,pla_lsd
624,8.736345397,pla_lsd
625,8.219966483,pla_lsd
626,8.328612534,pla_lsd
627,7.901429736,pla_lsd
628,8.131657278,pla_lsd
629,8.393686568,pla_lsd
630,8.196503629,pla_lsd
631,8.519293659,pla_lsd
632,8.425504723,pla_lsd
633,7.941773026,pla_lsd
634,8.153530766,pla_lsd
635,8.082998963,pla_lsd
636,8.477494217,pla_lsd
637,8.548425817,pla_lsd
638,7.805495395,pla_lsd
639,7.942839335,pla_lsd
640,8.173735372,pla_lsd
641,7.96515595,pla_lsd
642,7.746147699,lsd
643,7.4949605,lsd
644,5.685310785,lsd
645,7.569266579,lsd
646,5.708872624,lsd
647,5.565751366,lsd
648,7.625723951,lsd
649,5.532233268,lsd
650,5.391664139,lsd
651,5.415416589,lsd
652,7.490211722,lsd
653,5.67719535,lsd
654,5.530493764,lsd
655,5.548029375,lsd
656,5.374664027,lsd
657,7.643181783,lsd
658,5.805362032,lsd
659,5.655987621,lsd
660,5.675531568,lsd
661,5.498063858,lsd
662,5.645391956,lsd
663,7.740689034,lsd
664,5.805506763,lsd
665,5.650836782,lsd
666,5.674866771,lsd
667,5.492955272,lsd
668,5.638185477,lsd
669,5.764210622,lsd
670,7.42131294,lsd
671,5.573863954,lsd
672,5.429807871,lsd
673,5.453287688,lsd
674,5.284122099,lsd
675,5.411218852,lsd
676,5.537560919,lsd
677,5.533495982,lsd
678,7.598189259,lsd
679,5.720519915,lsd
680,5.577437764,lsd
681,5.603779886,lsd
682,5.426726641,lsd
683,5.567372116,lsd
684,5.692433676,lsd
685,5.69394185,lsd
686,5.468776183,lsd
687,7.367555466,lsd
688,5.601325294,lsd
689,5.455319037,lsd
690,5.478753898,lsd
691,5.301878897,lsd
692,5.442348643,lsd
693,5.559575602,lsd
694,5.557513849,lsd
695,5.345913928,lsd
696,5.493250593,lsd
697,7.481623823,lsd
698,5.7151107,lsd
699,5.571659909,lsd
700,5.593934056,lsd
701,5.420851691,lsd
702,5.562082794,lsd
703,5.679509786,lsd
704,5.686977521,lsd
705,5.460989136,lsd
706,5.60953101,lsd
707,5.486743454,lsd
708,7.682300013,lsd
709,5.808617597,lsd
710,5.66289598,lsd
711,5.686093952,lsd
712,5.512401907,lsd
713,5.654178266,lsd
714,5.774180131,lsd
715,5.776871056,lsd
716,5.553129831,lsd
717,5.700160472,lsd
718,5.573253563,lsd
719,5.69204332,lsd
720,7.71005006,lsd
721,5.801113938,lsd
722,5.65228602,lsd
723,5.671122231,lsd
724,5.4922179,lsd
725,5.639058502,lsd
726,5.760455331,lsd
727,5.761707403,lsd
728,5.534100638,lsd
729,5.688710371,lsd
730,5.562184139,lsd
731,5.686048429,lsd
732,5.771640062,lsd
733,7.530347778,lsd
734,5.78802355,lsd
735,5.63647889,lsd
736,5.652661859,lsd
737,5.476431783,lsd
738,5.617636098,lsd
739,5.750341385,lsd
740,5.745021239,lsd
741,5.514577873,lsd
742,5.675850207,lsd
743,5.539514126,lsd
744,5.668088437,lsd
745,5.761968818,lsd
746,5.749882254,lsd
747,7.373582372,lsd
748,5.610149233,lsd
749,5.466776359,lsd
750,5.49274815,lsd
751,5.319806816,lsd
752,5.455921596,lsd
753,5.579160804,lsd
754,5.576073829,lsd
755,5.36424945,lsd
756,5.507478928,lsd
757,5.379086296,lsd
758,5.49938132,lsd
759,5.589570499,lsd
760,5.574689624,lsd
761,5.55602605,lsd
762,7.454234916,lsd
763,5.660415954,lsd
764,5.511785961,lsd
765,5.533085438,lsd
766,5.356272728,lsd
767,5.484061163,lsd
768,5.624389075,lsd
769,5.612033699,lsd
770,5.395792647,lsd
771,5.548740013,lsd
772,5.408872029,lsd
773,5.544427215,lsd
774,5.634558338,lsd
775,5.621549129,lsd
776,5.594989587,lsd
777,5.434887547,lsd
778,12.36339498,lsd
779,5.893218655,lsd
780,5.738472013,lsd
781,5.761050327,lsd
782,5.489283598,lsd
783,5.703092368,lsd
784,5.862758864,lsd
785,5.822666359,lsd
786,5.614316516,lsd
787,5.775189452,lsd
788,5.643276165,lsd
789,5.779976194,lsd
790,5.882416921,lsd
791,5.834407531,lsd
792,5.84527897,lsd
793,5.668774934,lsd
794,5.691312676,lsd
795,7.525280096,lsd
796,5.705654399,lsd
797,5.563828093,lsd
798,5.588973618,lsd
799,5.414941964,lsd
800,5.551357756,lsd
801,5.676779147,lsd
802,5.676119444,lsd
803,5.455416017,lsd
804,5.600286711,lsd
805,5.476161212,lsd
806,5.594414284,lsd
807,5.686809189,lsd
808,5.673053863,lsd
809,5.656909196,lsd
810,5.491072256,lsd
811,5.530838458,lsd
812,5.772305348,lsd
813,7.136891703,lsd
814,5.46726721,lsd
815,5.32163763,lsd
816,5.34668134,lsd
817,5.164567979,lsd
818,5.310928259,lsd
819,5.437677812,lsd
820,5.437573712,lsd
821,5.211492577,lsd
822,5.360507525,lsd
823,5.235588744,lsd
824,5.346920231,lsd
825,5.446200497,lsd
826,5.435659969,lsd
827,5.407831226,lsd
828,5.244093446,lsd
829,5.285399688,lsd
830,5.511849134,lsd
831,5.336819783,lsd
832,7.480754268,lsd
833,5.693525305,lsd
834,5.547101755,lsd
835,5.569171449,lsd
836,5.396133543,lsd
837,5.534013193,lsd
838,5.659442787,lsd
839,5.660578425,lsd
840,5.440841403,lsd
841,5.587150615,lsd
842,5.458171264,lsd
843,5.57770561,lsd
844,5.669140529,lsd
845,5.658127524,lsd
846,5.63931989,lsd
847,5.474794447,lsd
848,5.517803898,lsd
849,5.747851765,lsd
850,5.572181369,lsd
851,5.328354046,lsd
852,7.488722979,lsd
853,5.675182344,lsd
854,5.533533445,lsd
855,5.557882153,lsd
856,5.385020365,lsd
857,5.520089365,lsd
858,5.641339892,lsd
859,5.640683436,lsd
860,5.432089884,lsd
861,5.571553599,lsd
862,5.443027126,lsd
863,5.562715449,lsd
864,5.654232096,lsd
865,5.639560949,lsd
866,5.621107587,lsd
867,5.456194831,lsd
868,5.499570431,lsd
869,5.749967768,lsd
870,5.552812532,lsd
871,5.308226427,lsd
872,5.539688869,lsd
873,7.596385426,lsd
874,5.661297143,lsd
875,5.524657125,lsd
876,5.547272868,lsd
877,5.364246558,lsd
878,5.515048179,lsd
879,5.634222712,lsd
880,5.63752876,lsd
881,5.412755202,lsd
882,5.549047804,lsd
883,5.439310921,lsd
884,5.55614677,lsd
885,5.643576066,lsd
886,5.624611622,lsd
887,5.622388392,lsd
888,5.451640028,lsd
889,5.497089722,lsd
890,5.697659521,lsd
891,5.541112888,lsd
892,5.304841054,lsd
893,5.532626533,lsd
894,5.515801884,lsd
895,7.683123408,lsd
896,5.780055472,lsd
897,5.630327187,lsd
898,5.660198838,lsd
899,5.479867404,lsd
900,5.629444995,lsd
901,5.751947282,lsd
902,5.756014894,lsd
903,5.522702128,lsd
904,5.672312747,lsd
905,5.55186003,lsd
906,5.662869975,lsd
907,5.760843853,lsd
908,5.752993283,lsd
909,5.738374218,lsd
910,5.56418164,lsd
911,5.610815604,lsd
912,5.828380336,lsd
913,5.657440336,lsd
914,5.417007949,lsd
915,5.645686338,lsd
916,5.627651955,lsd
917,5.614370487,lsd
918,8.78361644,delta_lsd
919,8.968759042,delta_lsd
920,8.605796621,delta_lsd
921,9.147032221,delta_lsd
922,8.708282542,delta_lsd
923,8.736658569,delta_lsd
924,9.589265142,delta_lsd
925,8.942933621,delta_lsd
926,8.935455763,delta_lsd
927,9.0280618,delta_lsd
928,9.0974734,delta_lsd
929,8.695401377,delta_lsd
930,8.766938472,delta_lsd
931,8.787560039,delta_lsd
932,9.064923457,delta_lsd
933,9.20177118,delta_lsd
934,8.916535789,delta_lsd
935,8.944020531,delta_lsd
936,9.127164304,delta_lsd
937,9.260854575,delta_lsd
938,9.038588578,delta_lsd
939,8.832551693,delta_lsd
940,8.61338871,delta_lsd
941,8.663854509,delta_lsd
942,8.773290678,delta_lsd
943,9.007523407,delta_lsd
944,8.756358221,delta_lsd
945,8.965617881,delta_lsd
946,8.495121875,delta_lsd
947,8.410846336,delta_lsd
948,8.486456865,delta_lsd
949,8.565875929,delta_lsd
950,8.850442598,delta_lsd
951,8.573649323,delta_lsd
952,8.744900379,delta_lsd
953,8.460668758,delta_lsd
954,8.805581482,delta_lsd
955,8.55775863,delta_lsd
956,8.617548004,delta_lsd
957,8.728499375,delta_lsd
958,8.947435202,delta_lsd
959,8.704003306,delta_lsd
960,8.913709203,delta_lsd
961,8.622869846,delta_lsd
962,8.428311573,delta_lsd
963,8.880124248,delta_lsd
964,8.548812265,delta_lsd
965,8.618876278,delta_lsd
966,8.712392718,delta_lsd
967,8.993087925,delta_lsd
968,8.717373862,delta_lsd
969,8.915130184,delta_lsd
970,8.612012387,delta_lsd
971,8.436129405,delta_lsd
972,8.559716768,delta_lsd
973,8.829621792,delta_lsd
974,8.607182122,delta_lsd
975,8.662873813,delta_lsd
976,8.762152517,delta_lsd
977,8.993569127,delta_lsd
978,8.7460991,delta_lsd
979,8.950675387,delta_lsd
980,8.658684093,delta_lsd
981,8.455278825,delta_lsd
982,8.6142733,delta_lsd
983,8.609732409,delta_lsd
984,9.351324706,delta_lsd
985,8.960422602,delta_lsd
986,8.964334316,delta_lsd
987,9.092940982,delta_lsd
988,9.258779344,delta_lsd
989,9.060221112,delta_lsd
990,9.324173341,delta_lsd
991,9.013430859,delta_lsd
992,8.815601008,delta_lsd
993,8.964023189,delta_lsd
994,8.947563189,delta_lsd
995,9.002617717,delta_lsd
996,8.892111646,delta_lsd
997,8.624993481,delta_lsd
998,8.688525946,delta_lsd
999,8.771967118,delta_lsd
1000,9.007729663,delta_lsd
1001,8.767924901,delta_lsd
1002,8.974721195,delta_lsd
1003,8.681391387,delta_lsd
1004,8.48939132,delta_lsd
1005,8.634996161,delta_lsd
1006,8.627472082,delta_lsd
1007,8.675037839,delta_lsd
1008,9.010530402,delta_lsd
1009,8.614249897,delta_lsd
1010,8.44601186,delta_lsd
1011,8.499235814,delta_lsd
1012,8.617534017,delta_lsd
1013,8.82577208,delta_lsd
1014,8.592586766,delta_lsd
1015,8.809973682,delta_lsd
1016,8.504326382,delta_lsd
1017,8.282768778,delta_lsd
1018,8.458598167,delta_lsd
1019,8.453941508,delta_lsd
1020,8.498526691,delta_lsd
1021,8.860070858,delta_lsd
1022,8.51784904,delta_lsd
1023,8.755805488,delta_lsd
1024,8.522536293,delta_lsd
1025,8.5733557,delta_lsd
1026,8.651733716,delta_lsd
1027,8.899790887,delta_lsd
1028,8.650703904,delta_lsd
1029,8.889896573,delta_lsd
1030,8.577390118,delta_lsd
1031,8.374616733,delta_lsd
1032,8.533893928,delta_lsd
