,PR,condition
1033,8.517596786,delta_lsd
1034,8.56878004,delta_lsd
1035,8.918361547,delta_lsd
1036,8.590314715,delta_lsd
1037,8.413240781,delta_lsd
1038,8.883141753,delta_lsd
1039,8.673447973,delta_lsd
1040,8.704410622,delta_lsd
1041,8.856482316,delta_lsd
1042,9.044185027,delta_lsd
1043,8.791333826,delta_lsd
1044,9.001344076,delta_lsd
1045,8.730463483,delta_lsd
1046,8.514934106,delta_lsd
1047,8.680267493,delta_lsd
1048,8.674204453,delta_lsd
1049,8.719161991,delta_lsd
1050,9.089130706,delta_lsd
1051,8.736130548,delta_lsd
1052,8.559648013,delta_lsd
1053,8.63501311,delta_lsd
1054,8.372210085,delta_lsd
1055,8.08659896,delta_lsd
1056,8.15738513,delta_lsd
1057,8.201514477,delta_lsd
1058,8.524217004,delta_lsd
1059,8.2214048,delta_lsd
1060,8.444742165,delta_lsd
1061,8.146049401,delta_lsd
1062,7.958775676,delta_lsd
1063,8.099260903,delta_lsd
1064,8.095893526,delta_lsd
1065,8.129283161,delta_lsd
1066,8.482128272,delta_lsd
1067,8.163490623,delta_lsd
1068,7.982768825,delta_lsd
1069,8.042683813,delta_lsd
1070,8.188778014,delta_lsd
1071,9.265057272,delta_lsd
1072,8.832820869,delta_lsd
1073,8.895577524,delta_lsd
1074,8.956084539,delta_lsd
1075,9.193867654,delta_lsd
1076,8.955464566,delta_lsd
1077,9.163370971,delta_lsd
1078,8.895572321,delta_lsd
1079,8.720415401,delta_lsd
1080,8.841787062,delta_lsd
1081,8.869260769,delta_lsd
1082,8.888560235,delta_lsd
1083,9.193155586,delta_lsd
1084,8.907049207,delta_lsd
1085,8.7296593,delta_lsd
1086,8.791991574,delta_lsd
1087,8.927175336,delta_lsd
1088,8.355720196,delta_lsd
1089,8.675794379,delta_lsd
1090,8.427081295,delta_lsd
1091,8.483948177,delta_lsd
1092,8.566008757,delta_lsd
1093,8.814991191,delta_lsd
1094,8.574101118,delta_lsd
1095,8.76916502,delta_lsd
1096,8.48707369,delta_lsd
1097,8.293574009,delta_lsd
1098,8.441316667,delta_lsd
1099,8.425449532,delta_lsd
1100,8.474177227,delta_lsd
1101,8.801742761,delta_lsd
1102,8.502110454,delta_lsd
1103,8.318456492,delta_lsd
1104,8.394042684,delta_lsd
1105,8.531941856,delta_lsd
1106,7.963895769,delta_lsd
1107,8.713411268,delta_lsd
1108,8.673726355,delta_lsd
1109,8.433618257,delta_lsd
1110,8.486932761,delta_lsd
1111,8.595163705,delta_lsd
1112,8.794931912,delta_lsd
1113,8.572341107,delta_lsd
1114,8.799709756,delta_lsd
1115,8.498391353,delta_lsd
1116,8.296786033,delta_lsd
1117,8.44897539,delta_lsd
1118,8.442948074,delta_lsd
1119,8.48897406,delta_lsd
1120,8.834537438,delta_lsd
1121,8.508812046,delta_lsd
1122,8.336877672,delta_lsd
1123,8.413314162,delta_lsd
1124,8.565044958,delta_lsd
1125,7.972231728,delta_lsd
1126,8.705301963,delta_lsd
1127,8.311236526,delta_lsd
1128,9.093742288,delta_lsd
1129,8.716422225,delta_lsd
1130,8.802055296,delta_lsd
1131,8.864897724,delta_lsd
1132,9.13463744,delta_lsd
1133,8.879334316,delta_lsd
1134,9.052987949,delta_lsd
1135,8.78767452,delta_lsd
1136,8.608602394,delta_lsd
1137,8.736598327,delta_lsd
1138,8.740133189,delta_lsd
1139,8.779558795,delta_lsd
1140,9.083407758,delta_lsd
1141,8.799476,delta_lsd
1142,8.618328736,delta_lsd
1143,8.693136054,delta_lsd
1144,8.819278211,delta_lsd
1145,8.267127862,delta_lsd
1146,9.011270879,delta_lsd
1147,8.597993677,delta_lsd
1148,8.604607434,delta_lsd
1149,9.063516187,delta_lsd
1150,8.719087097,delta_lsd
1151,8.751622635,delta_lsd
1152,8.94874094,delta_lsd
1153,9.149781491,delta_lsd
1154,8.874047203,delta_lsd
1155,9.117541213,delta_lsd
1156,8.775748711,delta_lsd
1157,8.573051918,delta_lsd
1158,8.719135398,delta_lsd
1159,8.578275709,delta_lsd
1160,8.766296293,delta_lsd
1161,9.100201243,delta_lsd
1162,8.766899691,delta_lsd
1163,8.585093416,delta_lsd
1164,8.685506214,delta_lsd
1165,8.955489375,delta_lsd
1166,8.229556603,delta_lsd
1167,9.026213105,delta_lsd
1168,8.53953431,delta_lsd
1169,8.591088726,delta_lsd
1170,8.841413243,delta_lsd
1171,8.735656938,delta_lsd
1172,8.508569823,delta_lsd
1173,8.551731144,delta_lsd
1174,8.669689672,delta_lsd
1175,8.872943392,delta_lsd
1176,8.638185338,delta_lsd
1177,8.862238736,delta_lsd
1178,8.559528822,delta_lsd
1179,8.364930043,delta_lsd
1180,8.516743717,delta_lsd
1181,8.505596743,delta_lsd
1182,8.552864729,delta_lsd
1183,8.895671951,delta_lsd
1184,8.572253454,delta_lsd
1185,8.399977188,delta_lsd
1186,8.468305093,delta_lsd
1187,8.625153375,delta_lsd
1188,8.039345799,delta_lsd
1189,8.774355555,delta_lsd
1190,8.376457157,delta_lsd
1191,8.386213999,delta_lsd
1192,8.666881294,delta_lsd
1193,8.626655937,delta_lsd
1194,12.220314,ket23
1195,12.316588,ket23
1196,12.322477,ket23
1197,12.454934,ket23
1198,12.227168,ket23
1199,11.905531,ket23
1200,12.275117,ket23
1201,12.221086,ket23
1202,12.465308,ket23
1203,12.260656,ket23
1204,12.324652,ket23
1205,11.869537,ket23
1206,12.274905,ket23
1207,12.385117,ket23
1208,11.764628,ket23
1209,12.381726,ket23
1210,12.501978,ket23
1211,12.695251,ket23
1212,12.28238,ket23
1213,12.363943,ket23
1214,12.237581,ket23
1215,12.00481,ket23
1216,12.741466,ket23_high
1217,12.306904,ket23_high
1218,12.710079,ket23_high
1219,12.647613,ket23_high
1220,12.630321,ket23_high
1221,12.622661,ket23_high
1222,12.656154,ket23_high
1223,12.434469,ket23_high
1224,12.624409,ket23_high
1225,12.859813,ket23_high
1226,12.855508,ket23_high
1227,12.840924,ket23_high
1228,12.670645,ket23_high
1229,12.246897,ket23_high
1230,13.136579,ket23_high
1231,12.71217,ket23_high
1232,12.533261,ket23_high
1233,12.490415,ket23_high
1234,12.752144,ket23_high
1235,12.736258,ket23_high
1236,12.420252,ket23_high
1237,12.627427,ket23_high
1238,12.073734,ket_sub_high
1239,11.583413,ket_sub_high
1240,12.145975,ket_sub_high
1241,11.768591,ket_sub_high
1242,12.10887,ket_sub_high
1243,11.703855,ket_sub_high
1244,12.032345,ket_sub_high
1245,12.113937,ket_sub_high
1246,12.012886,ket_sub_high
1247,11.540536,ket_sub_high
1248,12.100718,ket_sub_high
1249,11.550044,ket_sub_high
1250,11.871087,ket_sub_high
1251,11.87395,ket_sub_high
1252,11.720947,ket_sub_high
1253,11.699821,ket_sub_high
1254,12.142835,ket_sub_high
1255,11.851402,ket_sub_high
1256,11.756954,ket_sub_high
1257,11.972971,ket_sub_high
1258,13.054316,ket_sub_high
1259,11.546971,ket_sub_high
1260,12.368531,ket_sub_low
1261,12.296928,ket_sub_low
1262,12.467965,ket_sub_low
1263,12.451776,ket_sub_low
1264,12.143773,ket_sub_low
1265,11.973507,ket_sub_low
1266,12.161202,ket_sub_low
1267,12.605136,ket_sub_low
1268,12.095373,ket_sub_low
1269,12.354059,ket_sub_low
1270,12.148156,ket_sub_low
1271,12.343827,ket_sub_low
1272,12.33411,ket_sub_low
1273,11.900196,ket_sub_low
1274,12.506137,ket_sub_low
1275,12.952569,ket_sub_low
1276,12.389723,ket_sub_low
1277,12.364223,ket_sub_low
1278,12.38577,ket_sub_low
1279,12.51196,ket_sub_low
1280,12.675596,ket_sub_low
1281,12.472293,ket_sub_low
1282,9.426993,pla_kstudy_high
1283,9.221059,pla_kstudy_high
1284,9.625489,pla_kstudy_high
1285,9.15432,pla_kstudy_high
1286,9.317801,pla_kstudy_high
1287,9.413679,pla_kstudy_high
1288,9.863075,pla_kstudy_high
1289,9.671147,pla_kstudy_high
1290,9.508627,pla_kstudy_high
1291,9.720532,pla_kstudy_high
1292,9.430979,pla_kstudy_high
1293,9.198737,pla_kstudy_high
1294,9.455264,pla_kstudy_high
1295,9.346682,pla_kstudy_high
1296,9.459991,pla_kstudy_high
1297,9.181658,pla_kstudy_high
1298,9.45779,pla_kstudy_high
1299,10.232278,pla_kstudy_high
1300,8.986344,pla_kstudy_high
1301,9.636068,pla_kstudy_high
1302,9.501321,pla_kstudy_high
1303,9.411844,pla_kstudy_high
1304,12.074805,pla_kstudy_low
1305,11.451604,pla_kstudy_low
1306,11.197702,pla_kstudy_low
1307,11.174368,pla_kstudy_low
1308,11.648143,pla_kstudy_low
1309,11.036606,pla_kstudy_low
1310,11.346303,pla_kstudy_low
1311,11.885298,pla_kstudy_low
1312,10.981222,pla_kstudy_low
1313,11.004985,pla_kstudy_low
1314,11.234939,pla_kstudy_low
1315,11.718024,pla_kstudy_low
1316,11.246875,pla_kstudy_low
1317,11.52005,pla_kstudy_low
1318,11.344532,pla_kstudy_low
1319,11.767316,pla_kstudy_low
1320,11.613813,pla_kstudy_low
1321,11.157818,pla_kstudy_low
1322,11.20589,pla_kstudy_low
1323,11.085975,pla_kstudy_low
1324,11.37823,pla_kstudy_low
1325,11.278564,pla_kstudy_low
